iter	Logloss
233	0.2042061556
234	0.2040457966
235	0.2039877084
236	0.2039049681
237	0.2038088807
238	0.2037081752
239	0.2036385855
240	0.2034584618
241	0.2033232669
242	0.2032483338
243	0.2031623721
244	0.2030470303
245	0.2028987465
246	0.2027754288
247	0.202692278
248	0.2026220701
249	0.2025317671
250	0.2024455255
251	0.2023477869
252	0.2022892662
253	0.202156826
254	0.2020098929
255	0.2019256245
256	0.2018605357
257	0.201768468
258	0.2016548991
259	0.2015751435
260	0.2014537209
261	0.2013427508
262	0.2012497573
263	0.201150059
264	0.2010722272
265	0.2009323122
266	0.2008477143
267	0.2007651887
268	0.2006624268
269	0.2005238737
270	0.2004097899
271	0.2002995667
272	0.2002332822
273	0.2001245203
274	0.2000231954
275	0.1999294054
276	0.19982094
277	0.1997598529
278	0.1996432811
279	0.1994351462
280	0.199371513
281	0.1992874137
282	0.1992075821
283	0.1990608351
284	0.198989667
285	0.1988963703
286	0.1988242477
287	0.1987468273
288	0.1986426679
289	0.1985242328
290	0.1984180162
291	0.1983170248
292	0.1982655874
293	0.1981799318
294	0.1981216445
295	0.1980006194
296	0.1979142562
297	0.1978484927
298	0.1977340938
299	0.1976420287
300	0.1975844855
301	0.1974762792
302	0.1974002821
303	0.197346275
304	0.1972462061
305	0.1971860544
306	0.1971191632
307	0.1970518323
308	0.1969444929
309	0.1968385902
310	0.1967553808
311	0.1966866691
312	0.1966258976
313	0.1965387927
314	0.196460334
315	0.1963949733
316	0.1963357466
317	0.1962364773
318	0.1961659189
319	0.1960236467
320	0.195954458
321	0.1958728332
322	0.1958157013
323	0.1957264571
324	0.195658655
325	0.1956310829
326	0.1955686178
327	0.1954927881
328	0.195391299
329	0.19528904
330	0.195194208
331	0.1950802097
332	0.1950108379
333	0.1949222842
334	0.1948490997
335	0.1947438254
336	0.1946874829
337	0.1946139469
338	0.1945388138
339	0.1944747058
340	0.1944278034
341	0.1943700072
342	0.194320708
343	0.1942718963
344	0.1941826307
345	0.1941046675
346	0.1940405705
347	0.1939551222
348	0.1938926621
349	0.1938033807
350	0.1937077888
351	0.1936112496
352	0.1935499493
353	0.1935070102
354	0.1933946528
355	0.1933158848
356	0.1932457513
357	0.1931116082
358	0.1930263004
359	0.1929604054
360	0.1928516892
361	0.1927553874
362	0.1926565314
363	0.1925951502
364	0.1924880268
365	0.1924272858
366	0.1923624105
367	0.1922926894
368	0.1922326483
369	0.1921478343
370	0.1920634203
371	0.1919692705
372	0.1919282655
373	0.1918974036
374	0.1918124685
375	0.1917274469
376	0.1916710065
377	0.1915458198
378	0.1914801584
379	0.1914242233
380	0.1913229605
381	0.191247719
382	0.1911474136
383	0.1910551669
384	0.1909322584
385	0.1908464392
386	0.1907641386
387	0.1906964811
388	0.1906336939
389	0.1905607846
390	0.1904693002
391	0.1903961282
392	0.1903140549
393	0.1902553032
394	0.1901729186
395	0.1900901053
396	0.1900311833
397	0.1899596491
398	0.1898930737
399	0.1897902836
400	0.1897010553
401	0.1896072645
402	0.1895415428
403	0.1894742769
404	0.1894160083
405	0.1893409809
406	0.1892603569
407	0.1891622978
408	0.1890585684
409	0.1889964531
410	0.1889236722
411	0.1888380964
412	0.1887587847
413	0.1886908247
414	0.1886311737
415	0.1885686358
416	0.1884994381
417	0.1884351589
418	0.1883496379
419	0.1882316484
420	0.1881501119
421	0.1880809985
422	0.1879916928
423	0.1879191659
424	0.1878537087
425	0.1877899905
426	0.187718195
427	0.1876423601
428	0.1875809777
429	0.187510425
430	0.1874667621
431	0.1874083819
432	0.1873418371
433	0.1872643612
434	0.1871390875
435	0.1870578251
436	0.186996364
437	0.1869609087
438	0.1868823367
439	0.1868032891
440	0.1867336105
441	0.1866516691
442	0.1865831811
443	0.1865199982
444	0.1864491653
445	0.1863845212
446	0.1863548562
447	0.1862810421
448	0.1862051164
449	0.1861373509
450	0.1860816567
451	0.1860093633
452	0.1859575179
453	0.1858750823
454	0.1857941257
455	0.1857333437
456	0.1856726648
457	0.1856053494
458	0.1855309087
459	0.1854713157
460	0.1854408209
461	0.1853672377
462	0.1853112625
463	0.1852624884
464	0.1852039183
465	0.1851288679
466	0.1850734513
467	0.1849948646
468	0.1849524121
469	0.1848984083
470	0.1848104183
471	0.1847540933
472	0.1846840474
473	0.1846231259
474	0.1845516262
475	0.184493834
476	0.1844234958
477	0.1843777833
478	0.1843077544
479	0.1842568768
480	0.1842090798
481	0.1841456931
482	0.1840812107
483	0.1840187264
484	0.1839514824
485	0.1839237066
486	0.1838589669
487	0.1838072245
488	0.1837472187
489	0.1836802016
490	0.1836237723
491	0.1835700222
492	0.1835151197
493	0.1834416966
494	0.183375061
495	0.1832747724
496	0.183230017
497	0.183180423
498	0.1831124128
499	0.1830464912
500	0.1829853759
501	0.1829388994
502	0.1828651036
503	0.1827911941
504	0.1827255485
505	0.1826562592
506	0.1825953065
507	0.1825514693
508	0.1824891469
509	0.1823872552
510	0.1823223299
511	0.1822681692
512	0.182216364
513	0.1821440456
514	0.1820776258
515	0.1820267527
516	0.1819699036
517	0.1819167822
518	0.1818803517
519	0.181817734
520	0.1817673373
521	0.1817419742
522	0.1816868806
523	0.1816183461
524	0.1815753799
525	0.1815025737
526	0.1814428149
527	0.1813740746
528	0.181340059
529	0.1812728766
530	0.1812179986
531	0.1811209317
532	0.1810572016
533	0.1810000962
534	0.1809381101
535	0.1808866532
536	0.1808310123
537	0.1807629903
538	0.1807194822
539	0.1806502268
540	0.1805934229
541	0.1805391786
542	0.1804792819
543	0.1804242508
544	0.1803907118
545	0.1803370764
546	0.180305399
547	0.1802476168
548	0.180173122
549	0.180115416
550	0.180058439
551	0.1800128373
552	0.1799464247
553	0.1798906609
554	0.1798312869
555	0.1797792136
556	0.1797153567
557	0.179666298
558	0.1796094809
559	0.1795852418
560	0.1795305809
561	0.1794897356
562	0.1794414137
563	0.1793915319
564	0.1793500893
565	0.1793052257
566	0.1792161023
567	0.1791726655
568	0.1791291099
569	0.1790725134
570	0.1790128916
571	0.1789697373
572	0.1789070578
573	0.1788599875
574	0.1787935404
575	0.1787388883
576	0.1787160357
577	0.1786594619
578	0.1786089846
579	0.1785282831
580	0.1784751074
581	0.1784134864
582	0.178357171
583	0.1782995024
584	0.1782514654
585	0.1781879714
586	0.178126378
587	0.1780726014
588	0.1780277842
589	0.1779992929
590	0.1779503098
591	0.1779039748
592	0.1778579304
593	0.1777832649
594	0.1777340045
595	0.1776951014
596	0.1776411464
597	0.1775915732
598	0.1775200714
599	0.177475054
600	0.1774438093
601	0.177396004
602	0.1773293114
603	0.1772890082
604	0.1771923879
605	0.1771370646
606	0.1770751965
607	0.1770110742
608	0.1769583827
609	0.1769217271
610	0.1768812629
611	0.1768605848
612	0.1768045089
613	0.1767535293
614	0.1767016026
615	0.1766280657
616	0.1765688572
617	0.1765237024
618	0.1764783012
619	0.1764263034
620	0.1763771741
621	0.1763400072
622	0.1762929905
623	0.176249767
624	0.1761824035
625	0.1761332562
626	0.1760838813
627	0.1760411843
628	0.176012031
629	0.1759827714
630	0.1759376132
631	0.1758664348
632	0.175820417
633	0.1757676119
634	0.1757249166
635	0.1756420646
636	0.1756371658
637	0.1755631589
638	0.1755230214
639	0.1754692489
640	0.1754209462
641	0.1753702613
642	0.1753117188
643	0.1752664416
644	0.175243798
645	0.1752064942
646	0.1751640312
647	0.1751106389
648	0.1750513207
649	0.1750021622
650	0.1749406171
651	0.1748632636
652	0.1748061021
653	0.1747607833
654	0.1747027348
655	0.1746920311
656	0.1746282306
657	0.1745856371
658	0.1745414593
659	0.1744781585
660	0.1743855794
661	0.1743189792
662	0.1742827999
663	0.1742450634
664	0.174175669
665	0.1741168621
666	0.1740784923
667	0.1740295875
668	0.1739868843
669	0.173982506
670	0.1739484916
671	0.1738897187
672	0.1738489849
673	0.1737851606
674	0.1737491755
675	0.1737028291
676	0.1736443398
677	0.173624532
678	0.1735994785
679	0.1735571234
680	0.1735125689
681	0.1734587285
682	0.1734031144
683	0.1733551261
684	0.1732683552
685	0.1732128423
686	0.1731503941
687	0.1730952011
688	0.1730352722
689	0.1729893692
690	0.1729311201
691	0.1728764803
692	0.1728313232
693	0.172780899
694	0.1727230212
695	0.1726766844
696	0.1726258599
697	0.1725695787
698	0.1725188515
699	0.1724803861
700	0.1724205417
701	0.1723838915
702	0.1723132999
703	0.1722492018
704	0.1722100471
705	0.1721693109
706	0.172138248
707	0.1721079606
708	0.1720577734
709	0.17203142
710	0.1719884557
711	0.1719424573
712	0.1718930814
713	0.1718533464
714	0.1717983557
715	0.1717171873
716	0.1716692773
717	0.1716278501
718	0.1715978195
719	0.1715556492
720	0.171512715
721	0.1714683754
722	0.1714207191
723	0.1713623474
724	0.1713045177
725	0.1712733796
726	0.1712305691
727	0.1711937449
728	0.1711323646
729	0.1710925786
730	0.1710521343
731	0.1710209677
732	0.1709803631
733	0.1709431007
734	0.1708709967
735	0.1708152002
736	0.1707680173
737	0.1707244285
738	0.1706731589
739	0.1706443359
740	0.1706013391
741	0.1705667158
742	0.1705181195
743	0.1704633313
744	0.170426571
745	0.170372315
746	0.1703243984
747	0.1702714597
748	0.1702349059
749	0.1701941114
750	0.1701510031
751	0.1701237431
752	0.1700892614
753	0.1700350911
754	0.1699906235
755	0.1699606368
756	0.1698986346
757	0.1698562123
758	0.1698057872
759	0.1697679155
760	0.1697308547
761	0.1696777059
762	0.1696112369
763	0.1695634023
764	0.1695213494
765	0.1694634809
766	0.1694252645
767	0.1693731572
768	0.1693221383
769	0.1692863625
770	0.16922989
771	0.1691904865
772	0.1691397815
773	0.1690998438
774	0.1690627761
775	0.1690123185
776	0.1689618129
777	0.1688957749
778	0.1688686991
779	0.1688154274
780	0.1687788895
781	0.16872538
782	0.1686753221
783	0.1686270881
784	0.1685751309
785	0.1685235294
786	0.1684721828
787	0.1684350271
788	0.1684155541
789	0.1683483963
790	0.1683318571
791	0.1682809194
792	0.168256351
793	0.1682202732
794	0.1681804817
795	0.1681260595
796	0.1680956591
797	0.1680581593
798	0.1680141907
799	0.1679647131
800	0.1679194903
801	0.1678688386
802	0.1678198685
803	0.1677752233
804	0.1677274337
805	0.1676879945
806	0.1676481804
807	0.1676050411
808	0.1675685656
809	0.1675375001
810	0.1675001098
811	0.1674421849
812	0.1674015261
813	0.1673649486
814	0.1673148155
815	0.167269222
816	0.1672275517
817	0.1671825556
818	0.1671429754
819	0.1670952349
820	0.1670445685
821	0.1670014186
822	0.1669664638
823	0.1669175175
824	0.1668648768
825	0.1668256734
826	0.1667774668
827	0.1667160583
828	0.1666677674
829	0.1666373582
830	0.1665937483
831	0.1665480929
832	0.1665187578
833	0.1664623257
834	0.1664280697
835	0.1663732769
836	0.1663385106
837	0.1663015587
838	0.166261591
839	0.1662217088
840	0.1661810541
841	0.1661325407
842	0.16609522
843	0.1660485951
844	0.1660153243
845	0.1659768618
846	0.1659500765
847	0.1659021932
848	0.1658663614
849	0.1658304196
850	0.1657982783
851	0.1657516318
852	0.1657074944
853	0.1656638005
854	0.1656103324
855	0.1655729787
856	0.1655363639
857	0.1654768375
858	0.1654292745
859	0.1653957591
860	0.1653653829
861	0.1653060956
862	0.1652626333
863	0.1652273147
864	0.1651933806
865	0.1651569942
866	0.1651334657
867	0.1650838524
868	0.1650433759
869	0.164994863
870	0.1649390656
871	0.1649003389
872	0.1648659308
873	0.1648359795
874	0.1647905435
875	0.1647420584
876	0.1646967533
877	0.1646573875
878	0.1646116545
879	0.1645681427
880	0.1645367633
881	0.1644912984
882	0.1644379306
883	0.1643979825
884	0.1643384037
885	0.1642932265
886	0.164256389
887	0.1642220944
888	0.1641854791
889	0.1641518072
890	0.1641111058
891	0.1640832073
892	0.1640440737
893	0.1640036426
894	0.1639728621
895	0.16393094
896	0.1638867291
897	0.1638440817
898	0.1637871605
899	0.1637505002
900	0.1637140845
901	0.1636928752
902	0.1636569654
903	0.1636082267
904	0.1635645225
905	0.1635188911
906	0.163473056
907	0.1634432266
908	0.1633877859
909	0.1633462202
910	0.1633098159
911	0.1632636188
912	0.1632246548
913	0.1631863399
914	0.163138431
915	0.1630900987
916	0.1630458046
917	0.1630150839
918	0.1629931261
919	0.1629383307
920	0.1629036429
921	0.1628602022
922	0.1628318618
923	0.1627995632
924	0.1627631472
925	0.1627175811
926	0.1626813341
927	0.1626369656
928	0.1626148118
929	0.1625746193
930	0.1625433946
931	0.1624980101
932	0.1624475199
933	0.1624110976
934	0.162376573
935	0.1623527453
936	0.1623239872
937	0.1622916245
938	0.1622658642
939	0.1622260917
940	0.1621940884
941	0.1621524553
942	0.1621017673
943	0.1620606539
944	0.1620180182
945	0.1619831928
946	0.1619342719
947	0.1618906463
948	0.1618363175
949	0.1618087706
950	0.1617887018
951	0.1617528383
952	0.1617179376
953	0.1616723108
954	0.1616529719
955	0.1616045745
956	0.1615731667
957	0.1615451036
958	0.1615131716
959	0.1614790972
960	0.1614504021
961	0.1614201881
962	0.1613983214
963	0.1613665405
964	0.1613256226
965	0.1612810071
966	0.1612475403
967	0.1611869977
968	0.1611566423
969	0.1611272846
970	0.1610823913
971	0.1610342031
972	0.1609933708
973	0.1609752443
974	0.1609505097
975	0.1609160902
976	0.1608635973
977	0.1608208009
978	0.1607669705
979	0.1607278367
980	0.1606857988
981	0.1606386843
982	0.1605723081
983	0.1605537914
984	0.1605083456
985	0.1604571907
986	0.1604305926
987	0.1603978136
988	0.1603713875
989	0.1603301644
990	0.1603081354
991	0.1602689577
992	0.1602317794
993	0.1601964079
994	0.160148173
995	0.1601109614
996	0.160079611
997	0.1600405406
998	0.1600033912
999	0.1599731422
